 awaiting normal unedited regular blocks and transition faces at each LOD	
2026/09/09 03:58:40.3975	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[0,1,-57]" vertices=1371 indices=7785 triangles=2595 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=23.236 maxEdgeCells=1.452 observedMin=0,512,-28831.88 observedMax=512,1024,-28689.24 expectedMin=0,512,-29184 expectedMax=512,1024,-28672	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[2,3,-59]" vertices=1367 indices=7749 triangles=2583 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=24.22 maxEdgeCells=1.514 observedMin=1024,1536,-30155.81 observedMax=1246.761,2048,-29696 expectedMin=1024,1536,-30208 expectedMax=1536,2048,-29696	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[-4,0,-57]" vertices=21 indices=63 triangles=21 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=22.631 maxEdgeCells=1.414 observedMin=-1627.312,0,-29184 observedMax=-1536,512,-29182.76 expectedMin=-2048,0,-29184 expectedMax=-1536,512,-28672	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="0:C[3,-4,-57]" vertices=2064 indices=11757 triangles=3919 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=26.925 maxEdgeCells=1.683 observedMin=1536,-2048,-29184 observedMax=2048,-1536,-28888.18 expectedMin=1536,-2048,-29184 expectedMax=2048,-1536,-28672	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[-1,2,-31]" vertices=1873 indices=10707 triangles=3569 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=54.964 maxEdgeCells=1.718 observedMin=-1024,2048,-31464.88 observedMax=0,3026.635,-30720 expectedMin=-1024,2048,-31744 expectedMax=0,3072,-30720	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[-2,3,-30]" vertices=1225 indices=6921 triangles=2307 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=47.702 maxEdgeCells=1.491 observedMin=-2048,3072,-30657.97 observedMax=-1024,3233.212,-29696 expectedMin=-2048,3072,-30720 expectedMax=-1024,4096,-29696	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[-5,1,-30]" vertices=1047 indices=5775 triangles=1925 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=54.935 maxEdgeCells=1.717 observedMin=-5120,1024,-30081.64 observedMax=-4096,2048,-29696 expectedMin=-5120,1024,-30720 expectedMax=-4096,2048,-29696	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[-3,-4,-27]" vertices=3 indices=3 triangles=1 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=24.182 maxEdgeCells=0.756 observedMin=-2069.925,-4096,-27648 observedMax=-2048,-4090.734,-27637.8 expectedMin=-3072,-4096,-27648 expectedMax=-2048,-3072,-26624	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[2,-6,-29]" vertices=1160 indices=6558 triangles=2186 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=54.752 maxEdgeCells=1.711 observedMin=2048,-6144,-29270.65 observedMax=2528.636,-5120,-28672 expectedMin=2048,-6144,-29696 expectedMax=3072,-5120,-28672	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[-3,-7,-30]" vertices=1894 indices=10836 triangles=3612 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=55.158 maxEdgeCells=1.724 observedMin=-3072,-7168,-30426.29 observedMax=-2048,-6144,-29696 expectedMin=-3072,-7168,-30720 expectedMax=-2048,-6144,-29696	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[6,-5,-30]" vertices=297 indices=1593 triangles=531 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=54.875 maxEdgeCells=1.715 observedMin=6144,-5120,-29989.6 observedMax=6498.335,-4836.38,-29696 expectedMin=6144,-5120,-30720 expectedMax=7168,-4096,-29696	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="1:C[7,-8,-29]" vertices=423 indices=2301 triangles=767 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=54.623 maxEdgeCells=1.707 observedMin=7630.252,-8192,-29696 observedMax=8192,-7745.064,-29459 expectedMin=7168,-8192,-29696 expectedMax=8192,-7168,-28672	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[4,-1,-16]" vertices=155 indices=732 triangles=244 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=103.946 maxEdgeCells=1.624 observedMin=8192,-2048,-32768 observedMax=8838.327,-1440.839,-30887.43 expectedMin=8192,-2048,-32768 expectedMax=10240,0,-30720	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[-4,-5,-16]" vertices=2672 indices=15438 triangles=5146 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=110.007 maxEdgeCells=1.719 observedMin=-8192,-10240,-32559.62 observedMax=-6316.152,-8192,-30720 expectedMin=-8192,-10240,-32768 expectedMax=-6144,-8192,-30720	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[5,-3,-16]" vertices=405 indices=2301 triangles=767 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=106.808 maxEdgeCells=1.669 observedMin=10240,-4981.658,-32768 observedMax=11220.12,-4096,-31637.24 expectedMin=10240,-6144,-32768 expectedMax=12288,-4096,-30720	
2026/09/09 03:58:40.4031	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[-1,-7,-15]" vertices=2389 indices=13233 triangles=4411 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=109.615 maxEdgeCells=1.713 observedMin=-2048,-14336,-30720 observedMax=0,-12288,-28672 expectedMin=-2048,-14336,-30720 expectedMax=0,-12288,-28672	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[4,-6,-16]" vertices=814 indices=4671 triangles=1557 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=107.374 maxEdgeCells=1.678 observedMin=8805.908,-10900.02,-31768.62 observedMax=10240,-10240,-30728.04 expectedMin=8192,-12288,-32768 expectedMax=10240,-10240,-30720	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[0,-8,-14]" vertices=1050 indices=5784 triangles=1928 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=109.209 maxEdgeCells=1.706 observedMin=0,-16080.06,-28672 observedMax=2048,-14336,-27243.79 expectedMin=0,-16384,-28672 expectedMax=2048,-14336,-26624	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[-4,-8,-14]" vertices=49 indices=213 triangles=71 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=102.016 maxEdgeCells=1.594 observedMin=-6452.305,-16384,-28672 observedMax=-6144,-16153.79,-28412.83 expectedMin=-8192,-16384,-28672 expectedMax=-6144,-14336,-26624	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="2:C[-8,-8,-9]" vertices=2308 indices=13356 triangles=4452 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=108.54 maxEdgeCells=1.696 observedMin=-16384,-16384,-18432 observedMax=-14384.3,-14971.36,-16638.7 expectedMin=-16384,-16384,-18432 expectedMax=-14336,-14336,-16384	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-1,-5,-8]" vertices=704 indices=3897 triangles=1299 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=216.544 maxEdgeCells=1.692 observedMin=-4096,-20480,-32701.9 observedMax=0,-16384,-28672 expectedMin=-4096,-20480,-32768 expectedMax=0,-16384,-28672	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-3,-5,-3]" vertices=122 indices=720 triangles=240 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=214.57 maxEdgeCells=1.676 observedMin=-12046.2,-20145.11,-8807.465 observedMax=-11349.79,-18976.55,-8380.805 expectedMin=-12288,-20480,-12288 expectedMax=-8192,-16384,-8192	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[2,2,-1]" vertices=71 indices=309 triangles=103 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=181.035 maxEdgeCells=1.414 observedMin=11103.53,8192,-84.4211 observedMax=12288,9291.255,0 expectedMin=8192,8192,-4096 expectedMax=12288,12288,0	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-6,2,-2]" vertices=109 indices=612 triangles=204 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=204.555 maxEdgeCells=1.598 observedMin=-23329.25,10993.46,-4659.912 observedMax=-22502.41,11688.13,-4096 expectedMin=-24576,8192,-8192 expectedMax=-20480,12288,-4096	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-5,3,-1]" vertices=3648 indices=20949 triangles=6983 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=220.325 maxEdgeCells=1.721 observedMin=-20480,12288,-4096 observedMax=-16384,16384,0 expectedMin=-20480,12288,-4096 expectedMax=-16384,16384,0	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-7,6,-5]" vertices=1309 indices=7194 triangles=2398 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=214.593 maxEdgeCells=1.677 observedMin=-28672,24576,-20480 observedMax=-24576,28672,-16498.82 expectedMin=-28672,24576,-20480 expectedMax=-24576,28672,-16384	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-7,6,-3]" vertices=1293 indices=7221 triangles=2407 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=216.5 maxEdgeCells=1.691 observedMin=-28672,26945.07,-12288 observedMax=-24576,28672,-9957.527 expectedMin=-28672,24576,-12288 expectedMax=-24576,28672,-8192	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="3:C[-8,-8,-1]" vertices=982 indices=4962 triangles=1654 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=216.27 maxEdgeCells=1.69 observedMin=-32768,-32768,-4096 observedMax=-28672,-28672,0 expectedMin=-32768,-32768,-4096 expectedMax=-28672,-28672,0	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[-1,0,0]" vertices=1242 indices=7044 triangles=2348 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=371.207 maxEdgeCells=1.45 observedMin=-8192,0,97.2812 observedMax=0,8192,357.7026 expectedMin=-8192,0,0 expectedMax=0,8192,8192	
2026/09/09 03:58:40.4184	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[3,-2,0]" vertices=1357 indices=7644 triangles=2548 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=424.329 maxEdgeCells=1.658 observedMin=24576,-16384,0 observedMax=32768,-8192,1842.861 expectedMin=24576,-16384,0 expectedMax=32768,-8192,8192	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[3,4,-1]" vertices=1181 indices=6573 triangles=2191 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=375.872 maxEdgeCells=1.468 observedMin=24576,32768,-8192 observedMax=32768,40960,-181.8388 expectedMin=24576,32768,-8192 expectedMax=32768,40960,0	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[-6,4,-4]" vertices=6 indices=12 triangles=4 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=333.711 maxEdgeCells=1.304 observedMin=-49152,32768,-32232.94 observedMax=-48937.95,32783.2,-31696.71 expectedMin=-49152,32768,-32768 expectedMax=-40960,40960,-24576	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[7,-2,-4]" vertices=1284 indices=7254 triangles=2418 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=436.437 maxEdgeCells=1.705 observedMin=58254.14,-16384,-30923.91 observedMax=65536,-8192,-24576 expectedMin=57344,-16384,-32768 expectedMax=65536,-8192,-24576	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[7,-2,-1]" vertices=1886 indices=10575 triangles=3525 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=438.559 maxEdgeCells=1.713 observedMin=57344,-16384,-8192 observedMax=65536,-9790.605,0 expectedMin=57344,-16384,-8192 expectedMax=65536,-8192,0	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[6,-6,-1]" vertices=582 indices=3048 triangles=1016 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=437.015 maxEdgeCells=1.707 observedMin=49226.54,-49152,-8192 observedMax=57344,-40960,-87.2793 expectedMin=49152,-49152,-8192 expectedMax=57344,-40960,0	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="4:C[7,-8,0]" vertices=1324 indices=7515 triangles=2505 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=382.655 maxEdgeCells=1.495 observedMin=57344,-65536,189.4069 observedMax=65536,-57344,862.3976 expectedMin=57344,-65536,0 expectedMax=65536,-57344,8192	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[-1,4,-2]" vertices=608 indices=2856 triangles=952 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=880.913 maxEdgeCells=1.721 observedMin=-16384,65536,-32768 observedMax=-7517.559,73426.03,-16384 expectedMin=-16384,65536,-32768 expectedMax=0,81920,-16384	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[4,3,-2]" vertices=284 indices=1410 triangles=470 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=864.359 maxEdgeCells=1.688 observedMin=76666.39,59287.86,-25320.9 observedMax=81920,65536,-16384 expectedMin=65536,49152,-32768 expectedMax=81920,65536,-16384	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[4,4,-2]" vertices=803 indices=4254 triangles=1418 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=832.199 maxEdgeCells=1.625 observedMin=70691.99,65536,-25320.9 observedMax=81920,81920,-16384 expectedMin=65536,65536,-32768 expectedMax=81920,81920,-16384	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[-3,6,-3]" vertices=48 indices=192 triangles=64 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=759.262 maxEdgeCells=1.483 observedMin=-49152,98304,-34525.1 observedMax=-35211.46,112810.9,-32768 expectedMin=-49152,98304,-49152 expectedMax=-32768,114688,-32768	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[-8,-1,-2]" vertices=1188 indices=5940 triangles=1980 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=868.418 maxEdgeCells=1.696 observedMin=-131072,-13561.74,-31941.66 observedMax=-114688,0,-16384 expectedMin=-131072,-16384,-32768 expectedMax=-114688,0,-16384	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[7,-2,0]" vertices=1223 indices=6894 triangles=2298 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=787.131 maxEdgeCells=1.537 observedMin=114688,-32768,0 observedMax=131072,-16384,899.5217 expectedMin=114688,-32768,0 expectedMax=131072,-16384,16384	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[-5,7,-1]" vertices=1993 indices=10878 triangles=3626 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=880.427 maxEdgeCells=1.72 observedMin=-81920,114688,-16384 observedMax=-65536,131072,-1854.587 expectedMin=-81920,114688,-16384 expectedMax=-65536,131072,0	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="5:C[7,7,0]" vertices=1089 indices=6144 triangles=2048 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=724.089 maxEdgeCells=1.414 observedMin=114688,114688,108.4798 observedMax=131072,131072,147.6051 expectedMin=114688,114688,0 expectedMax=131072,131072,16384	
2026/09/09 03:58:40.4336	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[-1,4,-1]" vertices=2268 indices=12000 triangles=4000 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1760.005 maxEdgeCells=1.719 observedMin=-32768,131072,-32768 observedMax=0,163840,-1603.208 expectedMin=-32768,131072,-32768 expectedMax=0,163840,0	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[0,5,-2]" vertices=44 indices=102 triangles=34 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1451.021 maxEdgeCells=1.417 observedMin=0,181908.5,-33324.38 observedMax=28519.59,196608,-32768 expectedMin=0,163840,-65536 expectedMax=32768,196608,-32768	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[-6,2,0]" vertices=65 indices=231 triangles=77 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1474.376 maxEdgeCells=1.44 observedMin=-196608,65536,0 observedMax=-173804.6,67658.88,305.6151 expectedMin=-196608,65536,0 expectedMax=-163840,98304,32768	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[1,-7,-1]" vertices=3473 indices=18408 triangles=6136 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1755.483 maxEdgeCells=1.714 observedMin=32768,-229376,-32768 observedMax=65536,-196608,-174.811 expectedMin=32768,-229376,-32768 expectedMax=65536,-196608,0	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[6,3,0]" vertices=23 indices=75 triangles=25 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1467.316 maxEdgeCells=1.433 observedMin=196608,98304,0 observedMax=198306.1,104574.4,289.2 expectedMin=196608,98304,0 expectedMax=229376,131072,32768	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[-3,7,-1]" vertices=1315 indices=6450 triangles=2150 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1745.928 maxEdgeCells=1.705 observedMin=-98304,229376,-32455.6 observedMax=-65536,262144,-140.7076 expectedMin=-98304,229376,-32768 expectedMax=-65536,262144,0	
2026/09/09 03:58:40.4498	[Generic] [VoxelWorld] mesh.audit.region id=6 status=pass mesh="6:C[-8,-5,-1]" vertices=1678 indices=8595 triangles=2865 invalidIndices=0 indexRemainder=0 nonFinitePositions=0 outOfBoundsPositions=0 nonFiniteNormals=0 abnormalNormals=0 recordIdentityMismatches=0 degenerateTriangles=0 oversizedTriangles=0 maxEdge=1730.355 maxEdgeCells=1.69 observedMin=-262144,-163840,-32655.14 observedMax=-229964,-131072,0 expectedMin=-262144,-163840,-32768 expectedMax=-229376,-131072,0	
